,Artist,Song,Days,T10,Pk,Total,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
807,Ofenbach,Be Mine,86,,129,42302460,2KklXplRtxMsBYo474Es0w,0.194,0.779,161322,0.666,0.000556,5,0.0576,-7.361,1,0.0482,123.024,4,0.507
808,The Weeknd,Dark Times,117,,41,42033414,0Gi17qCJh9e9RJxLaYkm9l,0.106,0.585,260640,0.421,9.54e-06,7,0.14,-9.593,1,0.0707,132.986,3,0.24
809,Tay-K,The Race,71,,111,41889357,5RCfvwDewu6p2x1mEI6smX,0.0168,0.788,140945,0.533,0.0,9,0.204,-7.594,1,0.352,80.04,4,0.468
810,Elvis Presley,Blue Christmas,69,,14,41841263,3QiAAp20rPC3dcAtKtMaqQ,0.902,0.465,129173,0.27,0.00104,4,0.145,-16.661,1,0.0425,94.519,4,0.58
811,Marshmello,FRIENDS,18,8.0,7,41807038,08bNPGLD8AhKpnnERrAc6G,0.205,0.626,202621,0.88,0.0,9,0.128,-2.384,0,0.0504,95.079,4,0.534
812,Frans,If I Were Sorry,95,,49,41690322,6oDkCmfVcSd9NXAKk1b4Ll,0.289,0.735,184060,0.612,4.12e-05,5,0.103,-6.774,1,0.0517,105.056,4,0.395
813,ILoveMakonnen,Tuesday,147,,46,41562688,7E8jojFn5X3OPPuTx6TmPe,0.19,0.779,321987,0.665,0.000265,0,0.105,-5.628,1,0.183,140.176,4,0.449
814,Michael Bublé,Holly Jolly Christmas,87,,18,41546745,6tjituizSxwSmBB5vtgHZE,0.865,0.647,119787,0.465,0.0,7,0.0882,-8.308,1,0.0428,151.251,4,0.699
815,MiC LOWRY,Oh Lord,88,,95,41431918,1sTUEdVO85YU8Ymk2jeAls,0.0217,0.273,214745,0.794,0.0,7,0.0616,-6.644,0,0.0675,95.902,4,0.377
816,Farruko,Chillax,104,,146,41306087,1lxswgIpzV6HhENRvkflES,0.0724,0.827,197840,0.646,0.0,1,0.247,-4.727,0,0.0766,92.057,4,0.512
817,Cali Y El Dandee,Lumbra,89,,164,41151345,6VHdcVbiKLYYOcMbIqBcuK,0.053,0.724,197087,0.84,0.0,0,0.727,-3.581,1,0.0392,92.01,4,0.835
818,Kendrick Lamar,YAH.,36,1.0,7,41131015,4BHSjbYylfOH5WAGusDyni,0.61,0.648,160293,0.691,0.0,1,0.224,-7.935,1,0.239,69.982,4,0.622
819,Gavin James,Nervous (The Ooh Song) - Mark McCabe Remix,100,,110,41013424,0L9lXMXddmoBbBUeF7A9An,0.0732,0.432,195195,0.874,6.14e-06,7,0.371,-5.558,1,0.0462,103.85,4,0.374
820,J Balvin,Machika,39,,59,40919310,6MNGxu8MprKGkchUchkJsy,0.0524,0.615,181733,0.833,0.0,9,0.171,-3.377,1,0.39,212.117,4,0.538
821,Axwell /\ Ingrosso,Dreamer,64,,124,40848278,0RTzJVkunbGwuRjXDFHnjf,0.0292,0.616,251147,0.84,0.0,7,0.264,-5.375,0,0.0352,125.999,4,0.57
822,Hailee Steinfeld,Capital Letters (x BloodPop®),39,,31,40735277,3towKHKVOXCCcL1fHv6xFO,0.0342,0.672,219387,0.82,6.67e-06,0,0.0921,-5.473,1,0.0767,100.069,4,0.463
823,Yo Gotti,Down In the DM,120,,79,40676176,1LxKKYsJNPeBdOwdudsJzv,0.00157,0.776,182733,0.662,2.1e-05,1,0.0887,-7.016,0,0.0489,152.927,4,0.324
824,Imagine Dragons,I Bet My Life,159,,56,40674501,7q2f7lhHTv7j7EFG0vplwA,0.229,0.558,192893,0.649,0.000523,1,0.312,-8.033,1,0.0389,107.894,4,0.57
825,A$AP Rocky,Everyday,131,,40,40535748,2N3U8uTYhjX2KwGT0pf5x0,0.0101,0.394,260987,0.661,0.0,4,0.343,-8.684,1,0.193,149.822,4,0.335
826,Cheat Codes,Feels Great,62,,93,40283823,5uu28fUesZMl89lf9CLrgN,0.0454,0.522,193569,0.833,0.0,0,0.127,-3.715,1,0.0575,180.009,4,0.296
827,Cosculluela,Te Busco,146,,124,40262199,2M2WWJE863upPYUrzCRjN6,0.198,0.677,233559,0.751,0.0,1,0.0875,-5.078,0,0.145,178.067,4,0.758
828,Fifth Harmony,Sledgehammer,133,,50,40250194,0QvdM0mzQpphLZVCqVGGjC,0.00503,0.681,232488,0.776,0.00122,2,0.0989,-4.399,1,0.0433,99.986,4,0.297
829,Era Istrefi,Bonbon,103,,91,40117376,3Uz8ZcQdlOF2qE6q1rcVpw,0.128,0.632,167000,0.681,1.53e-05,0,0.116,-5.023,0,0.115,126.477,5,0.633
830,Måns Zelmerlöw,Heroes,97,,25,40026042,21BYhl07wWqGRQaj7sUxdV,0.0743,0.484,190613,0.791,0.0,7,0.0491,-4.27,1,0.0437,124.008,4,0.369
831,Juan Magán,Déjate Llevar,58,,93,40008705,3xWEI23MLJrD0dpDcDUTW6,0.0166,0.675,233072,0.724,0.0,7,0.697,-5.503,1,0.0787,92.051,4,0.506
832,Lil Skies,Nowadays,52,,83,39981558,2u7mxWSeoqTXndK5e08jMp,0.157,0.745,203908,0.646,0.0,6,0.338,-6.987,0,0.17,79.993,4,0.46
833,Aaron Carter,Sooner Or Later,65,,89,39909007,4mqvE5F95nKSUrUvUH3YB7,0.127,0.737,212564,0.729,2.16e-05,5,0.077,-6.817,0,0.0354,111.937,4,0.436
834,Hozier,Someone New,148,,67,39858535,2CyE2IRLBN1lWdrELMqgwx,0.407,0.593,222814,0.539,2.31e-06,7,0.286,-5.946,1,0.0349,91.98,4,0.577
835,Jidenna,Classic Man,114,,57,39766464,3G7XYAwtxtoGK7fAm4IlD9,0.185,0.79,226000,0.585,0.0,8,0.292,-6.058,1,0.0348,94.072,4,0.585
836,Rihanna,Kiss It Better,118,,94,39765788,7bmqcI1HQwx1PWwYyZO0lg,0.273,0.618,253080,0.812,0.0,3,0.0734,-4.758,0,0.0483,95.093,4,0.868
837,Sam Smith,Lay Me Down,111,,42,39722953,5Nbe9vDQ1YJdreVIlhZEpP,0.915,0.463,219663,0.198,0.0,4,0.106,-11.003,1,0.0387,123.63,4,0.369
838,Stanaj,Romantic - NOTD Remix,65,,83,39695134,1pvgpkMqtQyOGePdYOTt9U,0.209,0.748,184813,0.653,0.0,8,0.237,-7.975,0,0.219,104.008,4,0.394
839,Vigiland,UFO,145,,60,39670007,3zYqHQ4tu4pB2acp9Lltnz,0.109,0.837,144390,0.804,0.727,5,0.193,-7.001,1,0.11,128.07,4,0.16
840,Maluma,Cuatro Babys,95,,140,39560623,0JoHqmlqE0W0i9prt6kcHR,0.0983,0.772,278107,0.547,4.35e-06,6,0.107,-6.373,0,0.0541,130.099,4,0.0957
841,Ellie Goulding,Burn,190,,86,39525246,6B8CAgQ38mWf7xTvFtC0BB,0.258,0.309,231212,0.775,0.0,1,0.102,-4.915,1,0.0546,84.731,4,0.279
842,Mumford & Sons,Believe,108,,30,39379726,4A57CXs3jAmyNTMAwWaV53,0.035,0.362,220867,0.668,0.0212,2,0.219,-5.975,1,0.0431,113.996,4,0.344
843,Kanye West,Stronger,118,,142,39228776,6C7RJEIUDqKkJRZVWdkfkH,0.00728,0.625,311867,0.726,0.0,10,0.318,-7.731,0,0.155,103.98,4,0.483
844,Justin Bieber,No Sense,78,,25,39222863,5L9WFUodzACitS1TiGm7Mi,0.0539,0.64,275040,0.501,0.0,2,0.108,-6.838,0,0.0312,134.018,4,0.353
845,AlunaGeorge,You Know You Like It - DJ Snake Remix,44,,22,39100396,4HfykP9fjZZJC3WBwFArb4,0.0166,0.723,252245,0.833,3.3e-06,5,0.104,-5.355,0,0.0727,130.703,5,0.0431
846,Ed Sheeran,Bibia Be Ye Ye,37,,26,39043070,6SznMYPQJHzr3IwsAHLId2,0.52,0.738,176747,0.677,0.0,7,0.133,-5.121,1,0.0824,127.067,4,0.882
847,5 Seconds of Summer,Amnesia,123,,33,39023580,4UJBJ4KqLFvAv8xJvYcRxq,0.0316,0.587,237248,0.492,0.0,2,0.214,-5.243,1,0.0307,101.633,4,0.11
848,The Strumbellas,Spirits,112,,121,38987769,5U1eDhGNl6uUQThJ4nBm7z,0.172,0.554,203653,0.707,0.0,0,0.109,-3.721,1,0.0268,80.522,4,0.779
849,Sam Smith,Have Yourself A Merry Little Christmas,74,,23,38863938,7Hz6LLOVxrojLPIHJJ1S0E,0.954,0.426,170964,0.177,0.0,5,0.317,-9.429,1,0.0436,133.483,1,0.317
850,One Direction,Infinity,79,1.0,9,38572001,7zlF2G7QFPdj9lmmGNVuNq,0.0725,0.529,249493,0.736,0.0,4,0.0832,-6.056,1,0.0346,131.944,4,0.394
851,Liam Payne,Bedroom Floor,49,,55,38545115,1pZdegOXTZ2ftINo3oUuRZ,0.301,0.678,188346,0.679,0.000136,1,0.112,-7.093,1,0.0644,119.977,4,0.218
852,Rich The Kid,New Freezer,66,,100,38500921,4pYZLpX23Vx8rwDpJCpPTA,0.0424,0.888,193173,0.664,0.0,0,0.0734,-10.13,1,0.341,140.012,4,0.53
853,Rae Sremmurd,Perplexing Pegasus,64,,83,38455001,2nYwV62UABTH0NanrwVIdQ,0.000725,0.897,204787,0.448,1.17e-05,1,0.365,-8.874,1,0.0766,145.971,4,0.316
854,The Weeknd,False Alarm,65,,30,38322580,4oeaIftdpT3JuZLcCkKmVE,0.0288,0.513,220307,0.674,3.79e-05,8,0.188,-6.483,0,0.0776,174.019,4,0.192
855,Kygo,Nothing Left,109,,55,38313767,0j0DNujXWeupLpZobbABoo,0.261,0.679,236683,0.576,0.000113,4,0.366,-6.609,0,0.0402,154.09,4,0.348
856,Hugh Jackman,The Other Side,56,,98,38286322,2cKovq3l6OJjhVVDbVKOsr,0.00433,0.638,214373,0.795,0.00139,0,0.153,-8.45,1,0.302,153.99,4,0.31
857,Anitta,Paradinha,73,,106,38224548,05rJdH2MRLJ3sQoEUO78qs,0.0117,0.695,141317,0.775,0.191,11,0.0702,-5.041,0,0.0887,180.054,4,0.869
858,Eminem,Without Me,92,,89,38190535,5pBvNeOAJ54zgd5lEOmM3b,0.00293,0.919,291213,0.657,0.0,7,0.356,-2.823,1,0.0907,112.23,4,0.659
859,Florida Georgia Line,H.O.L.Y.,115,,107,38161876,19PJf5HzeiVW0mdk82Swmn,0.361,0.526,196960,0.661,0.0,7,0.087,-3.828,0,0.0333,78.132,4,0.556
860,Moon Taxi,Two High,67,,107,38077669,3sJHkcxojoJD2Ytbo1yLLF,0.0852,0.649,213693,0.762,0.00383,11,0.118,-5.153,0,0.0447,107.034,4,0.48
861,O.T. Genasis,Cut It,111,,108,37887253,376KnY4TrgBITxjlnbnmIy,0.135,0.875,222600,0.673,0.0,7,0.292,-4.184,1,0.0932,130.0,4,0.231
862,Danny Ocean,Dembow,49,,65,37799481,2EzRdhuoPyNJDlep7lnNf2,0.0807,0.802,215083,0.744,0.0,6,0.0917,-5.968,1,0.078,99.983,4,0.45
863,Imany,Don't Be So Shy - Filatov & Karas Remix,74,,69,37774541,00vk0sEfb6mr2ehwSw0Uhn,0.0719,0.768,192227,0.83,0.0126,8,0.396,-8.409,0,0.06,119.985,4,0.905
864,Nat King Cole,The Christmas Song (Merry Christmas To You),58,,17,37704527,5humEOJehpAwMJEJmb0JJ2,0.904,0.31,190973,0.095,3.43e-05,1,0.128,-17.828,1,0.0366,72.76,4,0.188
865,Kevin Gates,Really Really,99,,101,37606331,10I3CmmwT0BkOVhduDy53o,0.00427,0.762,232093,0.666,0.0,0,0.127,-6.055,1,0.0916,118.97,4,0.278
866,Marian Hill,Down,66,,102,37350883,5eCkuGPZNl4mISFNPgr3Dd,0.644,0.597,197773,0.357,0.00393,3,0.125,-14.718,1,0.259,84.864,4,0.059
867,MGK,At My Best,64,,112,37242816,5DEp4UmhxN7OLnYQacWZhh,0.00222,0.531,200733,0.786,0.000316,5,0.132,-6.661,1,0.243,169.892,4,0.244
868,Kendrick Lamar,PRIDE.,35,,14,37221539,6IZvVAP7VPPnsGX6bvgkqg,0.0864,0.672,275253,0.546,5.75e-06,4,0.152,-6.992,0,0.0519,138.887,4,0.429
869,Tiësto,Secrets,114,,49,37160641,6eE5LWw0DpIbTOdKwDUoE8,0.00127,0.662,216967,0.81,0.00653,11,0.0886,-4.442,0,0.0441,128.007,4,0.224
870,Kendrick Lamar,FEEL.,35,,11,37120881,2LTlO3NuNVN70lp2ZbVswF,0.164,0.731,214827,0.795,0.0,9,0.142,-8.347,0,0.356,109.897,4,0.522
871,Drake,0 To 100 / The Catch Up,150,,73,36644760,4jtyUzZm9WLc2AdaJ1dso7,0.763,0.707,275227,0.709,0.0,11,0.274,-3.979,0,0.34,89.094,4,0.501
872,Dua Lipa,Blow Your Mind (Mwah),91,,86,36340581,7kJlTKjNZVT26iwiDUVhRm,0.0188,0.654,178583,0.796,0.0,2,0.0948,-4.761,0,0.122,108.854,4,0.491
873,The 1975,The Sound,98,,69,36336499,316r1KLN0bcmpr7TZcMCXT,0.096,0.643,248880,0.945,7.71e-06,0,0.495,-4.66,1,0.0779,120.723,4,0.526
874,Drake,10 Bands,126,,26,36300338,12d5QFwzh60IIHlsSnAvps,0.23,0.835,177733,0.756,0.0,7,0.0801,-3.789,1,0.382,173.0,4,0.87
875,Shawn Hook,Reminding Me,59,,98,36190825,4gqMQftUs22F8pOGVn5Acr,0.116,0.603,209933,0.55,0.0,9,0.106,-4.862,0,0.0397,132.858,4,0.265
876,Felix Jaehn,Hot2Touch,71,,121,36124804,1sBhJGPUKrdRycgKxve70v,0.000875,0.755,160826,0.719,1.53e-05,1,0.326,-5.316,0,0.0421,121.986,4,0.813
877,The Weeknd,Die For You,60,,34,36093845,2Ch7LmS7r2Gy2kc64wv3Bz,0.1,0.585,260253,0.513,0.0,1,0.147,-7.126,0,0.07,133.387,4,0.533
878,Gucci Mane,Both,73,,139,35996000,5tFep7dXGd7vEJ668wTPux,0.119,0.85,190312,0.405,0.000118,7,0.0707,-7.509,0,0.225,139.976,4,0.344
879,Kendrick Lamar,LUST.,36,,20,35846413,06FCvd7rrRcF3DdvWH5Isp,0.198,0.651,307880,0.562,0.0,3,0.108,-9.431,0,0.515,94.011,4,0.581
880,Kodak Black,Transportin',58,,107,35827581,1WIZiOuNO3woKfdlSK2gNn,0.0319,0.804,169345,0.66,0.0,10,0.103,-4.86,0,0.0726,94.053,4,0.257
881,Ed Sheeran,Save Myself,35,,31,35699518,6TIU9Ehmi6dMzZK73Ym4yj,0.85,0.552,247107,0.29,0.0,10,0.227,-5.617,1,0.0448,78.842,4,0.481
882,Black Bear,do re mi,75,,140,35523926,3Q3myFA7q4Op95DOpHplaY,0.00419,0.742,212027,0.599,1.02e-05,8,0.126,-6.256,1,0.0465,110.977,3,0.154
883,Fetty Wap,My Way,67,,44,35361183,7zpZQzTwWBN0eOsmb4WPH3,0.00419,0.748,213053,0.741,0.0,6,0.147,-3.103,1,0.0531,128.077,4,0.537
884,J. Cole,Neighbors,48,,15,35084522,0utlOiJy2weVl9WTkcEWHy,0.358,0.894,216520,0.284,0.000487,11,0.11,-13.002,0,0.33,138.944,4,0.413
885,Yandel,Encantadora,118,,136,35021923,7LABrQFfRYcZUqUwng0Heb,0.147,0.662,240093,0.874,0.0,8,0.141,-4.509,1,0.0471,169.943,4,0.926
886,Tory Lanez,Say It,110,,89,34995625,610BVUQMZpmt3eROWX9ZC1,0.0874,0.558,236893,0.521,2.99e-06,11,0.21,-10.125,0,0.0551,107.299,4,0.287
887,The Chainsmokers,Break Up Every Night,54,,33,34969358,6cPyTS0Kk2sc4xQwC93kOg,0.00411,0.624,207520,0.806,0.0,1,0.0872,-5.957,1,0.0437,149.999,4,0.528
888,San Holo,Light,65,,104,34762329,74Ru27B7Jx8mBt5MGvGLLv,0.0949,0.572,240500,0.754,1.86e-06,1,0.0985,-4.148,1,0.0564,150.068,4,0.423
889,Calvin Harris,Heatstroke,48,,54,34532252,1N90cV79gbBgO0bOs74Y0t,0.362,0.786,229640,0.735,0.0,0,0.176,-4.502,0,0.0495,110.124,4,0.747
890,Disclosure,Magnets,98,,51,34366591,43Ei9NSyEjgFYXoKLISyz4,0.0606,0.703,199246,0.638,2.21e-06,10,0.1,-7.879,0,0.159,92.041,4,0.688
891,Drake,KMT,34,,17,34248462,2jTujnt0y344ai1rNOywgr,0.0143,0.872,162638,0.623,0.0214,1,0.125,-6.984,1,0.0446,119.983,4,0.0883
892,Justin Bieber,What Do You Mean? - Acoustic,77,,34,34138216,5bldrrpdHrTeaWNT1Kp5xs,0.794,0.773,203800,0.358,0.0,8,0.104,-10.634,1,0.044,124.934,4,0.756
893,Linkin Park,Heavy,50,,19,34031840,104buTcnP2AsxqB7U1FIZ4,0.0484,0.59,169801,0.671,0.0,9,0.0604,-6.098,1,0.0706,149.982,4,0.438
894,Drake,Diplomatic Immunity,30,2.0,8,34004106,5goGDc74vVREyN8al8CkPh,0.00468,0.664,255840,0.848,0.0,9,0.287,-5.214,0,0.44,75.22,4,0.549
895,Kehlani,Gangsta,68,,69,33820801,1W7zkKgRv9mrLbfdQ8XyH3,0.111,0.439,177029,0.447,0.0,10,0.303,-8.318,0,0.0436,121.48,4,0.11
896,Coldplay,Christmas Lights,62,,23,33819945,4fzyvSu73BhGvi96p2zwjL,0.131,0.312,242496,0.418,0.000679,7,0.0836,-9.146,1,0.0296,130.795,4,0.237
897,State of Sound,Wake Up Where You Are,71,,98,33731201,2s76aKBWKShlwPC4xTtEEE,0.11,0.706,207307,0.674,0.000626,9,0.0784,-6.977,1,0.0337,113.956,4,0.545
898,Ariana Grande,Be Alright,86,,66,33638315,6ZllZRW9urRfEUdmtMM3lE,0.22,0.805,177293,0.457,0.0,1,0.127,-7.766,0,0.0709,108.836,4,0.633
899,Kiiara,Whippin,50,,88,33609562,3QWjljChcOMkRDYSzF33Qr,0.549,0.87,160597,0.502,0.00356,5,0.0916,-7.497,0,0.0549,82.53,4,0.673
900,Harry Styles,Sweet Creature,45,,38,33579255,5kRPPEWFJIMox5qIkQkiz5,0.746,0.427,224867,0.262,0.0,7,0.068,-8.541,1,0.0276,104.085,4,0.228
901,DVBBS,Not Going Home,59,,91,33530831,042x9bsUBWW2fJgJ6fUh61,0.0933,0.713,196307,0.733,2.23e-05,6,0.237,-6.431,1,0.152,108.992,4,0.502
902,Ed Sheeran,The A Team,167,,71,33523768,6F25tznBMyPJpXx7Gj1ch0,0.669,0.642,258373,0.289,0.0,9,0.18,-9.918,1,0.0367,84.996,4,0.407
903,Drake,Madiba Riddim,30,,13,33510659,76gUmNLXGQVOsGhfcshkFP,0.235,0.834,205163,0.527,0.00968,7,0.632,-10.4,1,0.193,105.86,4,0.319
904,Drake,No Long Talk,28,2.0,6,33338278,6CfrYuD3YRDYdYvH9jNtXY,0.0626,0.919,149569,0.627,0.0,10,0.529,-6.764,0,0.234,97.076,4,0.52
905,Sam Smith,Writing's On The Wall,88,,44,33337078,4oWmroatZtMmlgc3havMrv,0.747,0.372,278987,0.305,1.9e-06,5,0.0908,-8.189,0,0.0289,86.743,3,0.088
906,Vice,Obsession,58,,110,33284978,542Xd5qDeLBvgXZXhfW7LE,0.00728,0.741,221983,0.559,0.000971,10,0.21,-7.775,1,0.03,101.999,4,0.466
907,VÉRITÉ,Somebody Else,77,,95,33244882,34i4yxPrHWquuR4kjiivFO,0.201,0.674,233077,0.593,0.000529,11,0.209,-6.47,0,0.0582,116.995,4,0.464
908,Migos,Walk It Talk It,32,,14,33212205,6n4U3TlzUGhdSFbUUhTvLP,0.0739,0.909,276147,0.628,0.0,2,0.108,-5.456,1,0.201,145.905,4,0.406
909,Eminem,The Monster,164,,84,33170789,72gGeQ0dZ7E8RlBeNJNJkb,0.0556,0.785,250907,0.86,0.0,9,0.0675,-3.642,1,0.0794,110.048,4,0.623
910,Fall Out Boy,Uma Thurman,152,,55,33167847,5PUawWFG1oIS2NwEcyHaCr,0.119,0.623,211573,0.956,0.000227,4,0.617,-2.608,0,0.0753,149.958,4,0.739
911,Jax Jones,Breathe,49,,103,32876245,6tvQzeCPwOytDlBYCIOY0n,0.0234,0.722,207630,0.744,0.000157,11,0.143,-5.52,0,0.0363,125.985,4,0.686
912,Armin van Buuren,Another You,93,,50,32854674,1u6LOWtdWA2wwa3CryIBsS,0.00807,0.59,192307,0.647,4.3e-05,6,0.0921,-5.06,0,0.033,127.979,4,0.39
913,Dimitri Vegas & Like Mike,Complicated,62,,113,32831591,1Sl3njkhhz8nrSPZroDQ82,0.191,0.678,184248,0.819,0.0,8,0.159,-3.306,1,0.0313,90.004,4,0.499
914,Justin Bieber,Children,68,,28,32789511,6O8I0ffpEtyMQmMYo0bj4N,0.0122,0.634,223333,0.885,0.0,11,0.193,-4.702,0,0.304,127.064,4,0.327
915,Years & Years,Shine,95,,65,32675880,3ISw0ZbIocgoNoxu7cpTUl,0.211,0.662,255507,0.732,0.0,1,0.102,-5.22,0,0.0357,108.003,4,0.431
916,Michael Bublé,White Christmas (Duet With Shania Twain),75,,18,32603723,6EM7JApNrP4fftMlDsOAZG,0.469,0.628,216627,0.484,1.23e-05,10,0.126,-7.588,1,0.0319,63.476,4,0.642
917,SZA,The Weekend - Funk Wav Remix,56,,147,32540557,0P6AWOA4LG1XOctzaVu5tt,0.495,0.775,171806,0.573,0.0,11,0.126,-4.933,1,0.0585,101.925,4,0.667
918,Drake,Sacrifices,31,,16,32531982,0xl1w2q4VLojeXp4JfazPL,0.0463,0.903,307593,0.432,0.0,8,0.111,-11.885,1,0.426,139.028,4,0.555
919,The Weeknd,Secrets,44,,25,32293259,00NAQYOP4AmWR549nnYJZu,0.0183,0.674,265600,0.779,7.35e-06,0,0.474,-5.779,1,0.0509,109.933,4,0.732
920,Daya,New,53,,111,32271596,7y4JznkAv2W3IKw9T1o2VK,0.0473,0.717,230880,0.743,8.81e-06,0,0.368,-4.337,1,0.0322,106.919,4,0.321
921,Lana Del Rey,Love,46,,40,32172207,0n2bvWvMwr0gbjcuTm92eW,0.455,0.322,278360,0.352,0.00333,10,0.11,-10.986,1,0.0309,70.429,3,0.266
922,Halsey,Colors,93,,87,32080850,4FqMPJlvfY5Nfo3gRKcNxl,0.0673,0.521,249500,0.827,0.0,1,0.0793,-4.792,1,0.0586,100.028,4,0.555
923,BTS,DNA,37,,41,32053204,5SE57ljOIUJ1ybL9U6CuBH,0.022,0.598,223123,0.775,0.0,1,0.0677,-4.035,0,0.0545,129.819,4,0.687
924,Lana Del Rey,Lust for Life,46,,27,31941423,5LYQSNHZxEA880URXFHg6h,0.588,0.499,264011,0.676,0.00484,0,0.358,-8.618,0,0.0582,99.979,4,0.295
925,Justin Bieber,Life Is Worth Living,67,,30,31914693,150xRZE9rtvEPdedbf3y3l,0.907,0.558,234787,0.296,0.0,10,0.108,-9.18,1,0.0427,76.04,4,0.463
926,Jess Glynne,Don't Be So Hard On Yourself,105,,85,31818166,1KtVVUM6OkpyOsbVfbMybX,0.0608,0.571,211460,0.815,0.0,6,0.163,-3.267,1,0.0321,120.008,4,0.664
927,Shawn Hook,Sound Of Your Heart,99,,109,31806253,5Ou1XCyt2XD72ginDwg5FR,0.00304,0.744,199306,0.81,0.0,9,0.0994,-4.292,1,0.0612,122.016,4,0.388
928,Yall,Hundred Miles,102,,115,31797588,5dyDkXi1bnQKSyIdO0JXp8,0.025,0.479,172413,0.714,0.0153,7,0.206,-3.776,0,0.109,98.23,4,0.49
929,David Guetta,Would I Lie To You,78,,110,31678149,4PdJSsESm34djLfBde9Pr2,0.00718,0.671,197648,0.826,0.0,7,0.631,-5.766,0,0.309,123.986,4,0.774
930,Bebe Rexha,Bad Bitch,54,,108,31362375,4ZJPwET9Jrgpkqi4Vo3Yg8,0.0283,0.656,197253,0.615,0.0,5,0.234,-6.252,1,0.0539,139.91,4,0.366
931,The Weeknd,Often - Kygo Remix,118,,57,31099623,1qoHlIpgGxtmYsYdyiySiL,0.12,0.582,234400,0.498,0.0,7,0.385,-9.906,0,0.0455,80.028,4,0.426
932,Bebe Rexha,No Broken Hearts,70,,84,31042509,4qULqxfCRhJAXVc75UupQB,0.0522,0.704,239991,0.722,0.0,0,0.0645,-3.524,1,0.045,122.094,4,0.675
933,Lil Yachty,One Night,81,,114,30826162,40yJGQyEaBbIkXpwMFkXip,0.366,0.762,243270,0.476,0.0,0,0.103,-12.686,1,0.114,130.007,4,0.375
934,Zara Larsson,TG4M,57,,116,30770302,4uoumbAMEMaKdtiv763jKz,0.0235,0.667,172893,0.648,1.52e-05,3,0.0427,-6.398,0,0.0626,95.031,4,0.589
935,Queen,Bohemian Rhapsody - Remastered 2011,95,,117,30752862,1AhDOtG9vPSOmsWgNW0BEY,0.271,0.414,354320,0.404,0.0,0,0.3,-9.928,0,0.0499,71.105,4,0.224
936,Kanye West,Pt. 2,58,,36,30671290,6BrppQL1SAkKVWqp6w0nNm,0.587,0.648,130293,0.737,0.0,11,0.79,-4.267,1,0.371,144.988,4,0.312
937,Logic,Everybody,50,,63,30540399,7cGFbx7MP0H23iHZTZpqMM,0.162,0.888,162347,0.934,0.0,1,0.0679,-5.968,1,0.091,110.003,4,0.786
938,MAX,Lights Down Low,63,,155,30496406,1sYSP7gKa5kdKIfhANfori,0.0632,0.623,223847,0.493,0.0,5,0.104,-7.727,0,0.0338,81.019,4,0.594
939,J. Cole,Immortal,35,1.0,10,30202141,6AGON2BGdPmPMJGiiNuuwl,0.435,0.713,201667,0.419,2.87e-06,11,0.126,-10.668,1,0.356,91.634,4,0.253
940,Paul McCartney,Wonderful Christmastime - Remastered 2011 / Edited Version,36,,16,30189185,4gavOCQdZ2g86gkvi17FM7,0.322,0.774,227653,0.511,0.0,11,0.0672,-8.914,1,0.0319,94.736,4,0.771
941,Ozuna,Solita,35,,71,30078939,7rwX0O3RlxqqIjQM8evm5E,0.0564,0.807,311726,0.633,0.0,10,0.107,-6.016,0,0.0929,138.038,4,0.325
942,Beyoncé,Drunk in Love,159,,95,30029871,6jG2YzhxptolDzLHTGLt7S,0.00969,0.589,323480,0.621,0.00104,5,0.181,-6.902,0,0.0468,140.03,4,0.401
943,G-Eazy,I Mean It,120,,145,29924051,6jmTHeoWvBaSrwWttr8Xvu,0.125,0.712,236480,0.562,0.0,10,0.136,-6.008,1,0.129,140.0,4,0.142
944,Rae Sremmurd,Come Get Her,110,,96,29921087,1Ser4X0TKttOvo8bgdytTP,0.184,0.687,212947,0.563,0.0,2,0.0681,-6.214,1,0.163,185.056,4,0.112
945,Kwabs,Walk,150,,106,29651853,2ZvsMMI4aOkMUo92MKQzFI,0.17,0.615,214150,0.814,0.0,9,0.218,-3.903,0,0.0677,144.005,4,0.577
946,Otto Knows,Next To Me,94,,54,29625299,6ZixfeFT8V0Nle1rMZAekY,0.785,0.596,202169,0.752,0.000419,11,0.105,-4.904,1,0.07,127.06,4,0.306
947,Kanye West,Champions,71,,106,29343865,2nBI3iWLhupR7LyAJ5GGkE,0.0661,0.695,334253,0.777,0.0,6,0.874,-2.452,0,0.0817,135.01,4,0.36
948,Eminem,Rap God,107,,164,29333093,6sDQ4uiWw9OdVrCXFLSlZt,0.403,0.712,363521,0.838,0.0,7,0.809,-2.679,1,0.313,148.138,4,0.607
949,OneRepublic,Kids,73,,69,29264128,1FMLd0ANP4dWhyTORMy298,0.0165,0.592,240147,0.736,0.0,2,0.347,-6.162,1,0.045,100.03,4,0.223
950,American Authors,Best Day Of My Life,148,,33,29235706,5k31cAfP8yymw8v0AYQIjr,0.0545,0.672,194000,0.901,0.000285,2,0.0792,-2.415,1,0.0353,99.989,4,0.507
951,The Weeknd,True Colors,43,,29,29167763,1oGdVdYjeQvojGKDddxLQQ,0.299,0.68,206013,0.429,0.0,1,0.195,-8.297,1,0.218,76.806,4,0.595
